client_ID;age;gender;marital_status;SPC_ID;Industry_sector;Market_type;Affiliated_agency;Monthly_income;Monthly_debt_payments;Monthly_spending;Assets_worth;Employment_Stability;Credit_Score
5620;36;male;single;031;Education;B2B Market (Business-to-Business);162;6237;2494;2245;76510.0;7;721
5621;40;female;married;100;Merchants and Traders;B2C Market (Business-to-Consumer);107;3537;1414;1273;63723.0;21;654
5622;54;female;divorced;064;Unemployed and Others;B2C Market (Business-to-Consumer);140;961;288;403;33579.0;25;663
5623;40;male;married;060;Agriculture and Fishing;B2B Market (Business-to-Business);183;3101;1240;1116;53406.0;16;652
5624;33;male;married;051;Merchants and Traders;B2C Market (Business-to-Consumer);160;3415;1024;1673;41045.5;8;688
5625;26;female;married;036;Self-Employed Professionals;B2B Market (Business-to-Business);70;5027;2010;1810;41204.0;6;674
5626;40;male;married;058;Merchants and Traders;B2C Market (Business-to-Consumer);37;3899;0;2729;67348.0;9;762
5627;39;female;married;009;Public Administration;B2B Market (Business-to-Business);157;1774;532;745;36324.0;9;697
5628;43;male;divorced;025;Retirees and Pensioners;B2B Market (Business-to-Business);28;3793;1137;1859;68074.5;20;781
5629;57;male;married;032;Healthcare;B2B Market (Business-to-Business);118;5898;0;3538;140021.0;1;691
5630;20;male;single;002;Unreported;B2B Market (Business-to-Business);196;5158;1547;2527;30562.0;1;690
5631;61;male;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);106;4301;1720;1548;111208.5;24;748
5632;26;male;married;007;Public Administration;B2B Market (Business-to-Business);35;3047;0;2132;29229.0;2;588
5633;58;male;married;033;Healthcare;B2B Market (Business-to-Business);80;4560;0;3192;112862.0;13;753
5634;42;male;divorced;073;Unreported;B2C Market (Business-to-Consumer);142;5401;2160;2268;90829.0;13;659
5635;30;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);6;4403;0;3082;44852.0;5;615
5636;26;female;married;021;Private Sector Technical and Support;B2B Market (Business-to-Business);175;2395;958;862;20871.0;1;656
5637;19;male;single;032;Healthcare;B2B Market (Business-to-Business);180;5696;1708;2392;26083.0;0;713
5638;40;female;married;035;Legal Activities;B2B Market (Business-to-Business);123;4453;0;3117;65654.0;2;761
5639;19;female;married;025;Retirees and Pensioners;B2B Market (Business-to-Business);138;3559;1423;1281;19177.5;0;709
5640;42;female;married;037;Education;B2B Market (Business-to-Business);193;5546;1663;2329;92993.0;11;729
5641;47;female;married;014;Public Administration;B2B Market (Business-to-Business);96;3904;1561;1405;78831.0;25;763
5642;62;male;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);66;4165;1666;1499;110416.0;27;771
5643;59;female;divorced;038;Healthcare;B2B Market (Business-to-Business);148;5842;0;4089;147747.0;28;776
5644;59;female;married;059;Merchants and Traders;B2C Market (Business-to-Consumer);110;4200;1260;2058;104185.0;14;747
5645;30;female;married;009;Public Administration;B2B Market (Business-to-Business);97;1604;0;1122;20863.0;2;619
5646;36;male;divorced;061;Agriculture and Fishing;B2B Market (Business-to-Business);151;3086;0;2160;49502.0;14;694
5647;62;male;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);55;3528;0;2469;100439.0;6;639
5648;50;male;divorced;074;Unreported;B2C Market (Business-to-Consumer);112;3383;1353;1421;73781.0;17;759
5649;78;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);29;3871;1548;1393;133121.0;12;649
5650;37;female;married;002;Unreported;B2B Market (Business-to-Business);119;6214;1864;3045;80380.0;18;767
5651;25;female;married;060;Agriculture and Fishing;B2B Market (Business-to-Business);0;3179;1271;1144;26319.5;1;656
5652;40;female;divorced;003;Public Administration;B2B Market (Business-to-Business);61;3556;1422;1280;63441.0;18;695
5653;26;male;married;016;Private Sector Management;B2B Market (Business-to-Business);102;5502;1650;2696;49581.0;6;725
5654;41;female;married;039;Self-Employed Professionals;B2B Market (Business-to-Business);110;3043;1217;1095;55379.5;11;644
5655;30;male;divorced;016;Private Sector Management;B2B Market (Business-to-Business);54;5616;0;3931;61997.0;5;684
5656;32;female;married;099;Unemployed and Others;B2C Market (Business-to-Consumer);125;2742;822;1344;32170.0;11;633
5657;45;male;divorced;009;Public Administration;B2B Market (Business-to-Business);190;1974;789;711;40666.0;19;652
5658;28;female;divorced;099;Unemployed and Others;B2C Market (Business-to-Consumer);8;4907;0;2944;48404.0;9;635
5659;79;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);165;4039;1211;1979;142237.5;21;725
5660;23;female;single;070;Self-Employed Professionals;B2C Market (Business-to-Consumer);103;3513;0;2107;31164.5;4;712
5661;82;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);121;4242;0;2969;150911.0;8;687
5662;48;female;married;062;Agriculture and Fishing;B2B Market (Business-to-Business);147;2810;0;1966;56872.0;20;623
5663;19;female;single;005;Public Administration;B2B Market (Business-to-Business);80;4423;0;3096;25617.5;0;602
5664;20;female;single;007;Public Administration;B2B Market (Business-to-Business);157;3262;0;1957;28076.0;2;657
5665;31;female;married;035;Legal Activities;B2B Market (Business-to-Business);106;6166;1849;2590;66136.0;0;667
5666;35;female;married;057;Legal Activities;B2C Market (Business-to-Consumer);154;4271;1708;1537;60634.5;0;729
5667;41;male;married;008;Public Administration;B2B Market (Business-to-Business);152;2993;1197;1077;49233.5;7;628
5668;24;female;married;014;Public Administration;B2B Market (Business-to-Business);36;3107;932;1305;32693.0;4;630
5669;64;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);8;3828;1531;1607;104061.0;26;756
5670;56;male;married;014;Public Administration;B2B Market (Business-to-Business);191;3139;1255;1318;78463.0;24;778
5671;21;female;single;004;Public Administration;B2B Market (Business-to-Business);96;5214;2085;2190;36894.0;2;725
5672;19;female;single;021;Private Sector Technical and Support;B2B Market (Business-to-Business);140;3459;0;2421;21141.5;0;675
5673;34;female;married;036;Self-Employed Professionals;B2B Market (Business-to-Business);134;5115;2046;1841;67481.0;9;726
5674;19;female;single;007;Public Administration;B2B Market (Business-to-Business);186;3065;1226;1287;19318.5;1;657
5675;31;female;married;058;Merchants and Traders;B2C Market (Business-to-Consumer);73;3255;976;1595;37973.5;9;714
5676;54;male;divorced;025;Retirees and Pensioners;B2B Market (Business-to-Business);142;4133;1653;1736;93676.0;30;643
5677;31;male;married;059;Merchants and Traders;B2C Market (Business-to-Consumer);186;3496;1398;1258;42853.0;7;668
5678;74;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);21;4347;1738;1565;137616.0;11;627
5679;19;male;single;014;Public Administration;B2B Market (Business-to-Business);45;2572;1028;926;13713.0;0;703
5680;37;male;divorced;016;Private Sector Management;B2B Market (Business-to-Business);186;5166;2066;1860;76512.0;13;696
5681;24;male;divorced;036;Self-Employed Professionals;B2B Market (Business-to-Business);197;4142;1656;1491;32819.0;3;637
5682;55;female;divorced;099;Unemployed and Others;B2C Market (Business-to-Consumer);176;4915;0;2949;106130.5;14;731
5683;21;male;married;061;Agriculture and Fishing;B2B Market (Business-to-Business);42;2742;1096;1152;17398.0;1;646
5684;60;female;divorced;030;Education;B2B Market (Business-to-Business);188;3631;1452;1525;92839.0;27;761
5685;79;male;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);33;3642;0;2549;127187.0;13;743
5686;57;female;divorced;065;Unreported;B2C Market (Business-to-Consumer);173;5923;2369;2487;141248.5;22;739
5687;43;female;married;010;Public Administration;B2B Market (Business-to-Business);9;2427;970;874;48606.5;25;715
5688;29;female;divorced;051;Merchants and Traders;B2C Market (Business-to-Consumer);121;4822;0;3375;44777.0;4;721
5689;18;male;single;100;Merchants and Traders;B2C Market (Business-to-Consumer);217;3992;1596;1677;16541.0;0;626
5690;27;male;married;042;Self-Employed Professionals;B2B Market (Business-to-Business);96;5748;2299;2414;46733.0;5;669
5691;62;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);182;3756;0;2629;99242.0;19;673
5692;18;male;single;068;Real Estate Activities;B2C Market (Business-to-Consumer);130;6436;1930;3154;29690.0;0;710
5693;30;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);58;3856;1542;1619;43716.0;8;711
5694;46;female;married;025;Retirees and Pensioners;B2B Market (Business-to-Business);101;4059;0;2841;78122.0;3;679
5695;25;male;divorced;016;Private Sector Management;B2B Market (Business-to-Business);190;5534;2213;1992;49014.0;2;678
5696;42;male;divorced;032;Healthcare;B2B Market (Business-to-Business);44;6640;2656;2390;104668.0;22;687
5697;33;male;divorced;040;Self-Employed Professionals;B2B Market (Business-to-Business);197;4687;1874;1687;55418.5;12;702
5698;48;female;divorced;026;Self-Employed Artisans and Traders;B2B Market (Business-to-Business);114;3847;0;2308;79658.0;12;736
5699;68;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);21;3942;0;2759;121781.0;15;743
5700;68;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);217;4753;1901;1996;134370.0;4;757
5701;35;female;married;050;Merchants and Traders;B2C Market (Business-to-Consumer);222;2813;1125;1181;43206.5;7;754
5702;56;female;divorced;063;Agriculture and Fishing;B2B Market (Business-to-Business);36;3113;1245;1307;76643.0;19;767
5703;20;male;single;035;Legal Activities;B2B Market (Business-to-Business);80;4486;1794;1884;19900.0;1;622
5704;75;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);4;4371;1311;2142;140950.5;8;654
5705;61;male;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);191;4292;1287;1803;115566.0;30;704
5706;44;female;married;062;Agriculture and Fishing;B2B Market (Business-to-Business);180;2491;0;1743;51233.0;11;695
5707;27;male;divorced;057;Legal Activities;B2C Market (Business-to-Consumer);235;3712;0;2598;35936.0;8;712
5708;54;male;married;026;Self-Employed Artisans and Traders;B2B Market (Business-to-Business);18;3781;1512;1588;85124.0;30;642
5709;56;female;married;071;Self-Employed Professionals;B2C Market (Business-to-Consumer);141;3469;1040;1457;83883.0;30;732
5710;80;male;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);32;4886;1465;2052;168825.0;10;723
5711;28;female;single;036;Self-Employed Professionals;B2B Market (Business-to-Business);13;4536;1814;1905;43490.0;7;674
5712;35;female;married;052;Merchants and Traders;B2C Market (Business-to-Consumer);0;4263;0;2557;57100.5;0;742
5713;30;male;married;062;Agriculture and Fishing;B2B Market (Business-to-Business);173;3006;0;2104;38207.0;4;718
5714;59;female;married;099;Unemployed and Others;B2C Market (Business-to-Consumer);6;3628;1088;1524;96580.0;18;698
5715;63;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);55;4893;0;2935;133974.5;13;737
5716;63;male;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);38;3507;1052;1718;95762.5;22;683
5717;23;male;single;003;Public Administration;B2B Market (Business-to-Business);37;4099;1639;1476;27440.5;1;695
5718;29;male;single;040;Self-Employed Professionals;B2B Market (Business-to-Business);115;4399;1759;1847;43106.5;11;604
5719;68;male;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);94;4221;1688;1773;124740.0;26;675
5720;43;female;married;064;Unemployed and Others;B2C Market (Business-to-Consumer);142;97;38;41;13190.5;25;651
5721;79;male;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);127;4271;1281;2093;148529.5;4;719
5722;36;female;married;041;Self-Employed Professionals;B2B Market (Business-to-Business);229;4528;0;3169;60790.0;7;705
5723;21;female;married;045;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);18;3607;1082;1515;25296.5;0;676
5724;32;female;married;052;Merchants and Traders;B2C Market (Business-to-Consumer);23;4815;1926;2022;51278.0;6;691
5725;34;female;single;052;Merchants and Traders;B2C Market (Business-to-Consumer);70;3047;1218;1097;46031.0;15;707
5726;48;female;divorced;045;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);154;3179;1271;1335;64637.0;23;773
5727;31;male;married;043;Self-Employed Professionals;B2B Market (Business-to-Business);4;3563;0;2137;42829.5;3;704
5728;18;male;single;031;Education;B2B Market (Business-to-Business);177;4076;0;2853;18844.0;0;578
5729;53;female;married;067;Real Estate Activities;B2C Market (Business-to-Consumer);118;6435;0;4504;142232.5;17;729
5730;52;male;married;006;Public Administration;B2C Market (Business-to-Consumer);72;2087;626;1022;53919.0;11;710
5731;39;female;divorced;044;Self-Employed Artisans and Traders;B2B Market (Business-to-Business);119;4265;0;2985;65988.5;20;702
5732;19;female;single;061;Agriculture and Fishing;B2B Market (Business-to-Business);119;3522;1408;1268;20647.0;0;658
5733;28;female;single;022;Education;B2B Market (Business-to-Business);226;795;318;333;21995.0;8;656
5734;28;female;married;066;Legal Activities;B2C Market (Business-to-Consumer);172;5673;0;3971;54184.0;8;612
5735;59;female;married;026;Self-Employed Artisans and Traders;B2B Market (Business-to-Business);123;3594;0;2156;91752.0;13;678
5736;21;female;single;054;Merchants and Traders;B2C Market (Business-to-Consumer);126;3587;1076;1757;29722.5;3;638
5737;34;male;married;046;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);33;4003;1601;1681;48702.0;8;682
5738;62;male;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);224;4630;1852;1944;117937.0;23;771
5739;33;male;single;002;Unreported;B2B Market (Business-to-Business);18;6148;2459;2582;69489.0;9;759
5740;46;male;married;044;Self-Employed Artisans and Traders;B2B Market (Business-to-Business);124;3181;1272;1336;66809.0;25;659
5741;26;male;married;020;Private Sector Technical and Support;B2B Market (Business-to-Business);143;3610;1444;1516;35348.0;5;631
5742;18;female;single;040;Self-Employed Professionals;B2B Market (Business-to-Business);161;4940;0;3458;16922.0;0;641
5743;46;male;divorced;032;Healthcare;B2B Market (Business-to-Business);179;6603;2641;2773;116894.0;20;732
5744;82;male;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);192;4487;1794;1615;160961.0;8;701
5745;49;female;divorced;002;Unreported;B2B Market (Business-to-Business);171;6457;2582;2325;124298.5;17;794
5746;51;female;married;021;Private Sector Technical and Support;B2B Market (Business-to-Business);32;3515;1054;1722;81333.5;1;631
5747;21;male;single;051;Merchants and Traders;B2C Market (Business-to-Consumer);115;4921;0;2952;27908.5;0;710
5748;56;female;divorced;011;Public Administration;B2B Market (Business-to-Business);127;4899;0;2939;117080.0;21;711
5749;21;female;single;007;Public Administration;B2B Market (Business-to-Business);15;3093;0;2165;23173.5;1;614
5750;27;female;divorced;015;Public Administration;B2B Market (Business-to-Business);132;2830;849;1188;25003.0;8;573
5751;28;female;married;033;Healthcare;B2B Market (Business-to-Business);227;4718;1887;1698;40210.0;10;652
5752;45;male;divorced;051;Merchants and Traders;B2C Market (Business-to-Consumer);28;3839;1535;1612;71179.5;8;729
5753;33;female;single;009;Public Administration;B2B Market (Business-to-Business);38;1931;0;1351;25906.5;11;617
5754;54;female;divorced;027;Self-Employed Professionals;B2B Market (Business-to-Business);93;5711;2284;2398;127828.0;4;693
5755;62;male;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);126;3960;1584;1663;105582.0;2;711
5756;27;female;married;053;Merchants and Traders;B2C Market (Business-to-Consumer);217;4008;1603;1683;36384.0;2;726
5757;27;male;married;009;Public Administration;B2B Market (Business-to-Business);226;1908;572;801;25717.0;4;574
5758;82;male;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);23;3671;1468;1542;141122.0;10;637
5759;22;female;single;027;Self-Employed Professionals;B2B Market (Business-to-Business);115;4023;1206;1690;23798.0;2;711
5760;54;female;divorced;041;Self-Employed Professionals;B2B Market (Business-to-Business);115;3558;1423;1281;84369.0;9;688
5761;38;male;married;009;Public Administration;B2B Market (Business-to-Business);235;1609;482;788;35691.0;8;695
5762;46;male;married;027;Self-Employed Professionals;B2B Market (Business-to-Business);32;5863;2345;2462;109711.0;15;729
5763;26;male;married;066;Legal Activities;B2C Market (Business-to-Consumer);182;6746;2023;3306;47965.0;4;719
5764;77;male;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);21;4688;1875;1969;160688.0;27;713
5765;58;female;married;005;Public Administration;B2B Market (Business-to-Business);59;3848;0;2693;93160.0;26;671
5766;18;female;married;009;Public Administration;B2B Market (Business-to-Business);177;1831;549;897;11021.0;0;672
5767;41;female;married;011;Public Administration;B2B Market (Business-to-Business);192;4740;1896;1706;72717.0;23;699
5768;39;male;married;100;Merchants and Traders;B2C Market (Business-to-Consumer);145;3900;1560;1404;63410.0;17;680
5769;44;female;married;062;Agriculture and Fishing;B2B Market (Business-to-Business);133;3728;1491;1342;66953.0;17;732
5770;81;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);77;4747;1898;1994;165479.5;18;738
5771;64;male;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);118;4312;1293;1811;115099.0;30;646
5772;23;female;single;008;Public Administration;B2B Market (Business-to-Business);71;1592;0;955;15158.0;5;634
5773;39;female;married;047;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);165;4446;1333;2179;66289.0;0;730
5774;28;male;divorced;042;Self-Employed Professionals;B2B Market (Business-to-Business);194;3504;1051;1471;34451.0;3;653
5775;69;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);226;4861;1944;2041;140577.5;1;701
5776;30;female;single;058;Merchants and Traders;B2C Market (Business-to-Consumer);131;4939;1481;2420;53247.0;5;662
5777;32;male;divorced;100;Merchants and Traders;B2C Market (Business-to-Consumer);109;3862;1544;1390;50940.0;14;718
5778;19;male;single;004;Public Administration;B2B Market (Business-to-Business);40;4809;1442;2356;24057.5;0;673
5779;22;female;married;002;Unreported;B2B Market (Business-to-Business);59;4556;0;2733;32218.0;4;679
5780;22;female;married;047;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);119;4274;1282;1795;28806.0;2;729
5781;69;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);123;3575;0;2145;106506.5;25;765
5782;47;male;divorced;067;Real Estate Activities;B2C Market (Business-to-Consumer);51;4548;0;3183;81925.0;3;773
5783;20;female;single;024;Retirees and Pensioners;B2B Market (Business-to-Business);132;4814;1444;2359;29101.0;0;678
5784;31;female;married;052;Merchants and Traders;B2C Market (Business-to-Consumer);219;4453;1781;1603;46766.5;1;707
5785;58;male;divorced;073;Unreported;B2C Market (Business-to-Consumer);58;5333;2133;2240;127337.0;5;659
5786;29;male;married;036;Self-Employed Professionals;B2B Market (Business-to-Business);168;4721;1888;1699;47067.5;0;582
5787;55;male;divorced;070;Self-Employed Professionals;B2C Market (Business-to-Consumer);93;4391;1317;1844;99377.5;19;661
5788;26;female;married;008;Public Administration;B2B Market (Business-to-Business);193;1687;674;607;20376.0;3;602
5789;30;male;married;038;Healthcare;B2B Market (Business-to-Business);116;5023;0;3516;57516.0;6;708
5790;39;female;married;005;Public Administration;B2B Market (Business-to-Business);86;4861;1944;1750;73223.5;15;701
5791;74;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);96;3561;1068;1495;121168.0;21;678
5792;31;male;divorced;052;Merchants and Traders;B2C Market (Business-to-Consumer);197;3838;1151;1612;48038.0;4;750
5793;24;female;divorced;021;Private Sector Technical and Support;B2B Market (Business-to-Business);183;3265;979;1371;29914.0;0;627
5794;32;female;married;031;Education;B2B Market (Business-to-Business);174;4655;1862;1675;53497.0;14;786
5795;19;male;married;026;Self-Employed Artisans and Traders;B2B Market (Business-to-Business);125;3528;0;2469;25850.0;0;652
5796;29;female;divorced;026;Self-Employed Artisans and Traders;B2B Market (Business-to-Business);162;3175;1270;1333;33812.5;9;678
5797;44;female;married;009;Public Administration;B2B Market (Business-to-Business);123;1842;552;902;38575.0;22;758
5798;31;female;married;005;Public Administration;B2B Market (Business-to-Business);141;4894;1957;1762;48159.0;3;695
5799;40;male;divorced;057;Legal Activities;B2C Market (Business-to-Consumer);14;4144;0;2900;67603.0;13;630
5800;63;female;married;024;Retirees and Pensioners;B2B Market (Business-to-Business);185;4329;1298;1818;119318.5;19;649
5801;56;female;divorced;042;Self-Employed Professionals;B2B Market (Business-to-Business);71;4834;1933;2030;107084.0;25;700
5802;26;male;married;003;Public Administration;B2B Market (Business-to-Business);227;4149;1659;1494;35631.0;5;583
5803;22;female;single;046;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);198;3887;1166;1632;22937.0;0;734
5804;45;female;married;045;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);106;4761;1904;1714;87783.5;4;758
5805;76;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);94;4972;0;2983;164732.0;4;722
5806;21;male;single;067;Real Estate Activities;B2C Market (Business-to-Consumer);21;5863;0;4104;36284.5;3;629
5807;55;female;married;070;Self-Employed Professionals;B2C Market (Business-to-Consumer);115;4483;1793;1882;100678.5;15;674
5808;33;male;married;021;Private Sector Technical and Support;B2B Market (Business-to-Business);7;2777;833;1360;32598.5;0;701
5809;37;male;divorced;067;Real Estate Activities;B2C Market (Business-to-Consumer);58;5553;1665;2332;80369.5;15;659
5810;28;female;married;014;Public Administration;B2B Market (Business-to-Business);134;3612;1083;1517;40286.0;7;612
5811;35;male;married;060;Agriculture and Fishing;B2B Market (Business-to-Business);161;3409;1022;1432;49258.5;0;728
5812;28;female;single;041;Self-Employed Professionals;B2B Market (Business-to-Business);125;5804;0;3482;51112.0;6;625
5813;28;female;married;062;Agriculture and Fishing;B2B Market (Business-to-Business);43;3103;930;1303;39514.0;2;688
5814;38;female;single;025;Retirees and Pensioners;B2B Market (Business-to-Business);125;4020;1608;1688;63747.0;20;699
5815;43;male;married;051;Merchants and Traders;B2C Market (Business-to-Consumer);103;3666;0;2199;62527.0;9;734
5816;35;female;married;014;Public Administration;B2B Market (Business-to-Business);4;2901;870;1421;36956.5;9;748
5817;38;female;divorced;027;Self-Employed Professionals;B2B Market (Business-to-Business);186;4650;0;2790;64264.0;12;648
5818;30;male;married;025;Retirees and Pensioners;B2B Market (Business-to-Business);48;3703;0;2592;40957.0;8;621
5819;51;female;married;043;Self-Employed Professionals;B2B Market (Business-to-Business);125;3622;1448;1521;76416.0;28;715
5820;18;female;married;064;Unemployed and Others;B2C Market (Business-to-Consumer);179;525;157;257;14239.0;0;685
5821;21;female;single;030;Education;B2B Market (Business-to-Business);157;3088;1235;1111;25170.0;2;699
5822;39;female;married;011;Public Administration;B2B Market (Business-to-Business);5;5806;2322;2438;90103.0;21;680
5823;34;female;divorced;009;Public Administration;B2B Market (Business-to-Business);135;1594;0;956;26668.0;0;741
5824;50;female;married;005;Public Administration;B2B Market (Business-to-Business);83;4991;0;2994;104099.0;28;654
5825;35;female;married;003;Public Administration;B2B Market (Business-to-Business);229;3913;1565;1408;53213.5;4;646
5826;26;female;married;011;Public Administration;B2B Market (Business-to-Business);183;6092;1827;2985;53136.0;0;608
5827;46;male;married;042;Self-Employed Professionals;B2B Market (Business-to-Business);101;5101;1530;2499;99243.0;15;686
5828;74;female;single;024;Retirees and Pensioners;B2B Market (Business-to-Business);132;4190;0;2514;138369.0;28;734
5829;72;male;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);0;4741;1896;1707;150878.0;9;649
5830;33;male;married;052;Merchants and Traders;B2C Market (Business-to-Consumer);47;4167;1666;1750;51345.5;12;632
5831;37;male;married;099;Unemployed and Others;B2C Market (Business-to-Consumer);6;3677;1103;1544;58049.5;7;653
5832;25;female;married;068;Real Estate Activities;B2C Market (Business-to-Consumer);148;5530;2212;1990;43492.0;4;695
5833;36;male;married;100;Merchants and Traders;B2C Market (Business-to-Consumer);166;4024;1609;1690;59868.0;1;735
5834;44;female;divorced;062;Agriculture and Fishing;B2B Market (Business-to-Business);73;2403;720;1178;47810.0;6;713
5835;34;female;married;035;Legal Activities;B2B Market (Business-to-Business);146;6233;1869;3054;76992.0;0;723
5836;38;female;married;025;Retirees and Pensioners;B2B Market (Business-to-Business);105;3987;0;2790;58968.0;14;770
5837;26;female;divorced;068;Real Estate Activities;B2C Market (Business-to-Consumer);226;4547;0;2728;41266.0;6;614
5838;43;female;married;047;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);27;4095;1228;2006;67714.5;1;634
5839;47;female;married;099;Unemployed and Others;B2C Market (Business-to-Consumer);125;4727;1890;1702;87198.5;22;718
5840;41;female;divorced;050;Merchants and Traders;B2C Market (Business-to-Consumer);71;3300;990;1617;55157.0;6;758
5841;41;male;married;036;Self-Employed Professionals;B2B Market (Business-to-Business);126;4124;1649;1732;66555.0;9;691
5842;42;male;married;061;Agriculture and Fishing;B2B Market (Business-to-Business);145;2173;651;913;44616.0;10;657
5843;76;female;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);219;4514;0;3159;155608.0;30;748
5844;44;male;divorced;037;Education;B2B Market (Business-to-Business);86;6421;2568;2697;107593.0;9;700
5845;23;female;single;005;Public Administration;B2B Market (Business-to-Business);139;4146;0;2487;33477.0;5;644
5846;25;female;divorced;055;Merchants and Traders;B2C Market (Business-to-Consumer);200;3257;1302;1173;26821.5;5;618
5847;36;female;married;002;Unreported;B2B Market (Business-to-Business);224;5587;1676;2737;76162.0;2;749
5848;58;female;divorced;061;Agriculture and Fishing;B2B Market (Business-to-Business);132;3108;1243;1119;83895.0;9;650
5849;41;female;married;049;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);38;2641;0;1848;46082.5;15;745
5850;52;female;divorced;067;Real Estate Activities;B2C Market (Business-to-Consumer);61;6436;2574;2317;134594.0;22;748
5851;23;female;single;003;Public Administration;B2B Market (Business-to-Business);180;4327;0;2596;35421.5;1;709
5852;81;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);187;3701;1480;1554;134713.5;26;686
5853;44;male;married;062;Agriculture and Fishing;B2B Market (Business-to-Business);144;3745;1123;1573;70855.0;2;694
5854;31;female;married;062;Agriculture and Fishing;B2B Market (Business-to-Business);194;2808;1123;1011;32773.0;8;723
5855;26;male;single;008;Public Administration;B2B Market (Business-to-Business);144;2395;958;862;28786.0;4;678
5856;61;male;married;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);80;4366;1309;1834;115690.0;16;635
5857;61;female;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);181;3742;1496;1572;99359.0;8;690
5858;48;female;married;041;Self-Employed Professionals;B2B Market (Business-to-Business);0;4005;0;2803;80213.0;29;714
5859;38;female;single;046;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);135;4352;0;3046;67306.0;10;789
5860;58;female;divorced;047;Self-Employed Artisans and Traders;B2C Market (Business-to-Consumer);174;4608;1843;1659;114700.0;28;755
5861;19;female;married;015;Public Administration;B2B Market (Business-to-Business);28;2472;988;1038;16212.0;1;653
5862;25;male;divorced;052;Merchants and Traders;B2C Market (Business-to-Consumer);53;4336;0;2601;36606.0;0;643
5863;55;female;divorced;067;Real Estate Activities;B2C Market (Business-to-Consumer);196;6616;2646;2382;151524.0;27;730
5864;34;female;married;004;Public Administration;B2B Market (Business-to-Business);195;4734;1893;1988;54729.0;11;648
5865;76;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);33;4379;1751;1839;143599.0;16;707
5866;36;female;married;009;Public Administration;B2B Market (Business-to-Business);185;1573;0;1101;29852.0;9;658
5867;48;male;married;042;Self-Employed Professionals;B2B Market (Business-to-Business);177;4708;0;2824;91960.0;8;758
5868;18;male;single;100;Merchants and Traders;B2C Market (Business-to-Consumer);129;4202;1680;1513;18776.0;0;708
5869;81;female;divorced;024;Retirees and Pensioners;B2B Market (Business-to-Business);10;3815;1144;1869;142687.5;4;653
5870;34;female;divorced;067;Real Estate Activities;B2C Market (Business-to-Consumer);155;4851;0;2910;55877.0;2;632
5871;65;male;divorced;069;Retirees and Pensioners;B2C Market (Business-to-Consumer);80;3524;1409;1480;106470.0;27;662
